WD13CD;WD13CDO;WD13NM
E05007075;41UKFW;Wilnecote
E05007076;42UBGH;Alton
E05007077;42UBGJ;Berners
E05007078;42UBGK;Boxford
E05007079;42UBGL;Brett Vale
E05007080;42UBGM;Brook
E05007081;42UBGN;Bures St Mary
E05007082;42UBGP;Chadacre
E05007083;42UBGQ;Dodnash
E05007084;42UBGR;Glemsford and Stanstead
E05007085;42UBGS;Great Cornard North
E05007086;42UBGT;Great Cornard South
E05007087;42UBGU;Hadleigh North
E05007088;42UBGW;Hadleigh South
E05007089;42UBGX;Holbrook
E05007090;42UBGY;Lavenham
E05007091;42UBGZ;Leavenheath
E05007092;42UBHA;Long Melford
E05007093;42UBHB;Lower Brett
E05007094;42UBHC;Mid Samford
E05007095;42UBHD;Nayland
E05007096;42UBHE;North Cosford
E05007097;42UBHF;Pinewood
E05007098;42UBHG;South Cosford
E05007099;42UBHH;Sudbury East
E05007100;42UBHJ;Sudbury North
E05007101;42UBHK;Sudbury South
E05007102;42UBHL;Waldingfield
E05007103;42UCFR;All Saints
E05007104;42UCFS;Brandon East
E05007105;42UCFT;Brandon West
E05007106;42UCFU;Eriswell and The Rows
E05007107;42UCFW;Exning
E05007108;42UCFX;Great Heath
E05007109;42UCFY;Iceni
E05007110;42UCFZ;Lakenheath
E05007111;42UCGA;Manor
E05007112;42UCGB;Market
E05007113;42UCGC;Red Lodge
E05007114;42UCGD;St Mary's
E05007115;42UCGE;Severals
E05007116;42UCGF;South
E05007117;42UDFS;Alexandra
E05007118;42UDFT;Bixley
E05007119;42UDFU;Bridge
E05007120;42UDFW;Castle Hill
E05007121;42UDFX;Gainsborough
E05007122;42UDFY;Gipping
E05007123;42UDFZ;Holywells
E05007124;42UDGA;Priory Heath
E05007125;42UDGB;Rushmere
E05007126;42UDGC;St John's
E05007127;42UDGD;St Margaret's
E05007128;42UDGE;Sprites
E05007129;42UDGF;Stoke Park
E05007130;42UDGG;Westgate
E05007131;42UDGH;Whitehouse
E05007132;42UDGJ;Whitton
E05007133;42UEGM;Bacton and Old Newton
E05007134;42UEGN;Badwell Ash
E05007135;42UEGP;Barking and Somersham
E05007136;42UEGQ;Bramford and Blakenham
E05007137;42UEGR;Claydon and Barham
E05007138;42UEGS;Debenham
E05007139;42UEGT;Elmswell and Norton
E05007140;42UEGU;Eye
E05007141;42UEGW;Fressingfield
E05007142;42UEGX;Gislingham
E05007143;42UEGY;Haughley and Wetherden
E05007144;42UEGZ;Helmingham and Coddenham
E05007145;42UEHA;Hoxne
E05007146;42UEHB;Mendlesham
E05007147;42UEHC;Needham Market
E05007148;42UEHD;Onehouse
E05007149;42UEHE;Palgrave
E05007150;42UEHF;Rattlesden
E05007151;42UEHG;Rickinghall and Walsham
E05007152;42UEHH;Ringshall
E05007153;42UEHJ;Stowmarket Central
E05007154;42UEHK;Stowmarket North
E05007155;42UEHL;Stowmarket South
E05007156;42UEHM;Stowupland
E05007157;42UEHN;Stradbroke and Laxfield
E05007158;42UEHP;The Stonhams
E05007159;42UEHQ;Thurston and Hessett
E05007160;42UEHR;Wetheringsett
E05007161;42UEHS;Woolpit
E05007162;42UEHT;Worlingworth
E05007163;42UFGL;Abbeygate
E05007164;42UFGM;Bardwell
E05007165;42UFGN;Barningham
E05007166;42UFGP;Barrow
E05007167;42UFGQ;Cavendish
E05007168;42UFGR;Chedburgh
E05007169;42UFGS;Clare
E05007170;42UFGT;Eastgate
E05007171;42UFGU;Fornham
E05007172;42UFGW;Great Barton
E05007173;42UFGX;Haverhill East
E05007174;42UFGY;Haverhill North
E05007175;42UFGZ;Haverhill South
E05007176;42UFHA;Haverhill West
E05007177;42UFHB;Horringer and Whelnetham
E05007178;42UFHC;Hundon
E05007179;42UFHD;Ixworth
E05007180;42UFHE;Kedington
E05007181;42UFHF;Minden
E05007182;42UFHG;Moreton Hall
E05007183;42UFHH;Northgate
E05007184;42UFHJ;Pakenham
E05007185;42UFHK;Risby
E05007186;42UFHL;Risbygate
E05007187;42UFHM;Rougham
E05007188;42UFHN;St Olaves
E05007189;42UFHP;Southgate
E05007190;42UFHQ;Stanton
E05007191;42UFHR;Westgate
E05007192;42UFHS;Wickhambrook
E05007193;42UFHT;Withersfield
E05007194;42UGGW;Aldeburgh
E05007195;42UGGX;Earl Soham
E05007196;42UGGY;Farlingaye
E05007197;42UGGZ;Felixstowe East
E05007198;42UGHA;Felixstowe North
E05007199;42UGHB;Felixstowe South
E05007200;42UGHC;Felixstowe South East
E05007201;42UGHD;Felixstowe West
E05007202;42UGHE;Framlingham
E05007203;42UGHF;Grundisburgh
E05007204;42UGHG;Hacheston
E05007205;42UGHH;Hollesley with Eyke
E05007206;42UGHJ;Kesgrave East
E05007207;42UGHK;Kesgrave West
E05007208;42UGHL;Kyson
E05007209;42UGHM;Leiston
E05007210;42UGHN;Martlesham
E05007211;42UGHP;Melton and Ufford
E05007212;42UGHQ;Nacton
E05007213;42UGHR;Orford and Tunstall
E05007214;42UGHS;Otley
E05007215;42UGHT;Peasenhall
E05007216;42UGHU;Rendlesham
E05007217;42UGHW;Riverside
E05007218;42UGHX;Rushmere St Andrew
E05007219;42UGHY;Saxmundham
E05007220;42UGHZ;Seckford
E05007221;42UGJA;Snape
E05007222;42UGJB;Sutton
E05007223;42UGJC;Trimleys with Kirton
E05007224;42UGJD;Walberswick and Wenhaston
E05007225;42UGJE;Wickham Market
E05007226;42UGJF;Witnesham
E05007227;42UGJG;Yoxford
E05007228;42UHFY;Beccles North
E05007229;42UHFZ;Beccles South
E05007230;42UHGA;Blything
E05007231;42UHGB;Bungay
E05007232;42UHGC;Carlton
E05007233;42UHGD;Carlton Colville
E05007234;42UHGE;Gunton and Corton
E05007235;42UHGF;Halesworth
E05007236;42UHGG;Harbour
E05007237;42UHGH;Kessingland
E05007238;42UHGJ;Kirkley
E05007239;42UHGK;Lothingland
E05007240;42UHGL;Normanston
E05007241;42UHGM;Oulton
E05007242;42UHGN;Oulton Broad
E05007243;42UHGP;Pakefield
E05007244;42UHGQ;St Margaret's
E05007245;42UHGR;Southwold and Reydon
E05007246;42UHGS;The Saints
E05007247;42UHGT;Wainford
E05007248;42UHGU;Whitton
E05007249;42UHGW;Worlingham
E05007250;42UHGX;Wrentham
E05007251;43UBFZ;Claygate
E05007252;43UBGA;Cobham and Downside
E05007253;43UBGB;Cobham Fairmile
E05007254;43UBGC;Esher
E05007255;43UBGD;Hersham North
E05007256;43UBGE;Hersham South
E05007257;43UBGF;Hinchley Wood
E05007258;43UBGG;Long Ditton
E05007259;43UBGH;Molesey East
E05007260;43UBGJ;Molesey North
E05007261;43UBGK;Molesey South
E05007262;43UBGL;Oatlands Park
E05007263;43UBGM;Oxshott and Stoke D'Abernon
E05007264;43UBGN;St George's Hill
E05007265;43UBGP;Thames Ditton
E05007266;43UBGQ;Walton Ambleside
E05007267;43UBGR;Walton Central
E05007268;43UBGS;Walton North
E05007269;43UBGT;Walton South
E05007270;43UBGU;Weston Green
E05007271;43UBGW;Weybridge North
E05007272;43UBGX;Weybridge South
E05007273;43UCFP;Auriol
E05007274;43UCFQ;College
E05007275;43UCFR;Court
E05007276;43UCFS;Cuddington
E05007277;43UCFT;Ewell
E05007278;43UCFU;Ewell Court
E05007279;43UCFW;Nonsuch
E05007280;43UCFX;Ruxley
E05007281;43UCFY;Stamford
E05007282;43UCFZ;Stoneleigh
E05007283;43UCGA;Town
E05007284;43UCGB;West Ewell
E05007285;43UCGC;Woodcote
E05007286;43UDFY;Ash South and Tongham
E05007287;43UDFZ;Ash Vale
E05007288;43UDGA;Ash Wharf
E05007289;43UDGB;Burpham
E05007290;43UDGC;Christchurch
E05007291;43UDGD;Clandon and Horsley
E05007292;43UDGE;Effingham
E05007293;43UDGF;Friary and St Nicolas
E05007294;43UDGG;Holy Trinity
E05007295;43UDGH;Lovelace
E05007296;43UDGJ;Merrow
E05007297;43UDGK;Normandy
E05007298;43UDGL;Onslow
E05007299;43UDGM;Pilgrims
E05007300;43UDGN;Pirbright
E05007301;43UDGP;Send
E05007302;43UDGQ;Shalford
E05007303;43UDGR;Stoke
E05007304;43UDGS;Stoughton
E05007305;43UDGT;Tillingbourne
E05007306;43UDGU;Westborough
E05007307;43UDGW;Worplesdon
E05007308;43UEGA;Ashtead Common
E05007309;43UEGB;Ashtead Park
E05007310;43UEGC;Ashtead Village
E05007311;43UEGD;Beare Green
E05007312;43UEGE;Bookham North
E05007313;43UEGF;Bookham South
E05007314;43UEGG;Box Hill and Headley
E05007315;43UEGH;Brockham, Betchworth and Buckland
E05007316;43UEGJ;Capel, Leigh and Newdigate
E05007317;43UEGK;Charlwood
E05007318;43UEGL;Dorking North
E05007319;43UEGM;Dorking South
E05007320;43UEGN;Fetcham East
E05007321;43UEGP;Fetcham West
E05007322;43UEGQ;Holmwoods
E05007323;43UEGR;Leatherhead North
E05007324;43UEGS;Leatherhead South
E05007325;43UEGT;Leith Hill
E05007326;43UEGU;Mickleham, Westhumble and Pixham
E05007327;43UEGW;Okewood
E05007328;43UEGX;Westcott
E05007329;43UFFU;Banstead Village
E05007330;43UFFW;Chipstead, Hooley and Woodmansterne
E05007331;43UFFX;Earlswood and Whitebushes
E05007332;43UFFY;Horley Central
E05007333;43UFFZ;Horley East
E05007334;43UFGA;Horley West
E05007335;43UFGB;Kingswood with Burgh Heath
E05007336;43UFGC;Meadvale and St John's
E05007337;43UFGD;Merstham
E05007338;43UFGE;Nork
E05007339;43UFGF;Preston
E05007340;43UFGG;Redhill East
E05007341;43UFGH;Redhill West
E05007342;43UFGJ;Reigate Central
E05007343;43UFGK;Reigate Hill
E05007344;43UFGL;Salfords and Sidlow
E05007345;43UFGM;South Park and Woodhatch
E05007346;43UFGN;Tadworth and Walton
E05007347;43UFGP;Tattenhams
E05007348;43UGFQ;Addlestone Bourneside
E05007349;43UGFR;Addlestone North
E05007350;43UGFS;Chertsey Meads
E05007351;43UGFT;Chertsey St Ann's
E05007352;43UGFU;Chertsey South and Row Town
E05007353;43UGFW;Egham Hythe
E05007354;43UGFX;Egham Town
E05007355;43UGFY;Englefield Green East
E05007356;43UGFZ;Englefield Green West
E05007357;43UGGA;Foxhills
E05007358;43UGGB;New Haw
E05007359;43UGGC;Thorpe
E05007360;43UGGD;Virginia Water
E05007361;43UGGE;Woodham
E05007362;43UHFS;Ashford Common
E05007363;43UHFT;Ashford East
E05007364;43UHFU;Ashford North and Stanwell South
E05007365;43UHFW;Ashford Town
E05007366;43UHFX;Halliford and Sunbury West
E05007367;43UHFY;Laleham and Shepperton Green
E05007368;43UHFZ;Riverside and Laleham
E05007369;43UHGA;Shepperton Town
E05007370;43UHGB;Staines
E05007371;43UHGC;Staines South
E05007372;43UHGD;Stanwell North
E05007373;43UHGE;Sunbury Common
E05007374;43UHGF;Sunbury East
E05007375;43UJFS;Bagshot
E05007376;43UJFT;Bisley
E05007377;43UJFU;Chobham
E05007378;43UJFW;Frimley
E05007379;43UJFX;Frimley Green
E05007380;43UJFY;Heatherside
E05007381;43UJFZ;Lightwater
E05007382;43UJGA;Mytchett and Deepcut
E05007383;43UJGB;Old Dean
E05007384;43UJGC;Parkside
E05007385;43UJGD;St Michaels
E05007386;43UJGE;St Pauls
E05007387;43UJGF;Town
E05007388;43UJGG;Watchetts
E05007389;43UJGH;West End
E05007390;43UJGJ;Windlesham
E05007391;43UKGA;Chaldon
E05007392;43UKGB;Dormansland and Felcourt
E05007393;43UKGC;Felbridge
E05007394;43UKGD;Godstone
E05007395;43UKGE;Harestone
E05007396;43UKGF;Limpsfield
E05007397;43UKGG;Lingfield and Crowhurst
E05007398;43UKGH;Oxted North and Tandridge
E05007399;43UKGJ;Oxted South
E05007400;43UKGK;Portley
E05007401;43UKGL;Queens Park
E05007402;43UKGM;Tatsfield and Titsey
E05007403;43UKGN;Valley
E05007404;43UKGP;Warlingham East and Chelsham and Farleigh
E05007405;43UKGQ;Warlingham West
E05007406;43UKGR;Westway
E05007407;43UKGS;Whyteleafe
E05007408;43UKGT;Woldingham
E05007409;43UKGU;Bletchingley and Nutfield
E05007410;43UKGW;Burstow, Horne and Outwood
E05007411;43ULGF;Alfold, Cranleigh Rural and Ellens Green
E05007412;43ULGG;Blackheath and Wonersh
E05007413;43ULGH;Bramley, Busbridge and Hascombe
E05007414;43ULGJ;Chiddingfold and Dunsfold
E05007415;43ULGK;Cranleigh East
E05007416;43ULGL;Cranleigh West
E05007417;43ULGM;Elstead and Thursley
E05007418;43ULGN;Ewhurst
E05007419;43ULGP;Farnham Bourne
E05007420;43ULGQ;Farnham Castle
E05007421;43ULGR;Farnham Firgrove
E05007422;43ULGS;Farnham Hale and Heath End
E05007423;43ULGT;Farnham Moor Park
E05007424;43ULGU;Farnham Shortheath and Boundstone
E05007425;43ULGW;Farnham Upper Hale
E05007426;43ULGX;Farnham Weybourne and Badshot Lea
E05007427;43ULGY;Farnham Wrecclesham and Rowledge
E05007428;43ULGZ;Frensham, Dockenfield and Tilford
E05007429;43ULHA;Godalming Binscombe
E05007430;43ULHB;Godalming Central and Ockford
E05007431;43ULHC;Godalming Charterhouse
E05007432;43ULHD;Godalming Farncombe and Catteshall
E05007433;43ULHE;Godalming Holloway
E05007434;43ULHF;Haslemere Critchmere and Shottermill
E05007435;43ULHG;Haslemere East and Grayswood
E05007436;43ULHH;Hindhead
E05007437;43ULHJ;Milford
E05007438;43ULHK;Shamley Green and Cranleigh North
E05007439;43ULHL;Witley and Hambledon
E05007440;43UMFS;Brookwood
E05007441;43UMFT;Byfleet
E05007442;43UMFU;Goldsworth East
E05007443;43UMFW;Goldsworth West
E05007444;43UMFX;Hermitage and Knaphill South
E05007445;43UMFY;Horsell East and Woodham
E05007446;43UMFZ;Horsell West
E05007447;43UMGA;Kingfield and Westfield
E05007448;43UMGB;Knaphill
E05007449;43UMGC;Maybury and Sheerwater
E05007450;43UMGD;Mayford and Sutton Green
E05007451;43UMGE;Mount Hermon East
E05007452;43UMGF;Mount Hermon West
E05007453;43UMGG;Old Woking
E05007454;43UMGH;Pyrford
E05007455;43UMGJ;St John's and Hook Heath
E05007456;43UMGK;West Byfleet
E05007457;44UBFW;Arley and Whitacre
E05007458;44UBFX;Atherstone Central
E05007459;44UBFY;Atherstone North
E05007460;44UBFZ;Atherstone South and Mancetter
E05007461;44UBGA;Baddesley and Grendon
E05007462;44UBGB;Coleshill North
E05007463;44UBGC;Coleshill South
E05007464;44UBGD;Curdworth
E05007465;44UBGE;Dordon
E05007466;44UBGF;Fillongley
E05007467;44UBGG;Hartshill
E05007468;44UBGH;Hurley and Wood End
E05007469;44UBGJ;Kingsbury
E05007470;44UBGK;Newton Regis and Warton
E05007471;44UBGL;Polesworth East
E05007472;44UBGM;Polesworth West
E05007473;44UBGN;Water Orton
E05007474;44UCFR;Abbey
E05007475;44UCFS;Arbury
E05007476;44UCFT;Attleborough
E05007477;44UCFU;Bar Pool
E05007478;44UCFW;Bede
E05007479;44UCFX;Bulkington
E05007480;44UCFY;Camp Hill
E05007481;44UCFZ;Exhall
E05007482;44UCGA;Galley Common
E05007483;44UCGB;Heath
E05007484;44UCGC;Kingswood
E05007485;44UCGD;Poplar
E05007486;44UCGE;St Nicolas
E05007487;44UCGF;Slough
E05007488;44UCGG;Weddington
E05007489;44UCGH;Wem Brook
E05007490;44UCGJ;Whitestone
E05008973;44UDGW;Admirals and Cawston
E05008974;44UDGX;Benn
E05008975;44UDGY;Bilton
E05008976;44UDGZ;Clifton, Newton and Churchover
E05008977;44UDHA;Coton and Boughton
E05008978;44UDHB;Dunsmore
E05008979;44UDHC;Hillmorton
E05008980;44UDHD;Leam Valley
E05008981;44UDHE;New Bilton
E05008982;44UDHF;Newbold and Brownsover
E05008983;44UDHG;Paddox
E05008984;44UDHH;Revel and Binley Woods
E05008985;44UDHJ;Rokeby and Overslade
E05008986;44UDHK;Eastlands
E05008987;44UDHL;Wolston and the Lawfords
E05008988;44UDHM;Wolvey and Shilton
E05008585;44UEGN;Alcester
E05007512;44UEGP;Aston Cantlow
E05007944;44UEGQ;Bardon
E05008586;44UEGR;Bidford and Salford
E05007515;44UEGS;Brailes
E05007945;44UEGT;Burton Dassett
E05007517;44UEGU;Claverdon
E05008587;44UEGW;Ettington
E05007519;44UEGX;Fenny Compton
E05007520;44UEGY;Harbury
E05007947;44UEGZ;Henley
E05008588;44UEHA;Kineton
E05007949;44UEHB;Kinwarton
E05007524;44UEHC;Long Compton
E05007525;44UEHD;Long Itchington
E05007526;44UEHE;Quinton
E05007527;44UEHF;Sambourne
E05007528;44UEHG;Shipston
E05008589;44UEHH;Snitterfield
E05007530;44UEHJ;Southam
E05007531;44UEHK;Stockton and Napton
E05007532;44UEHL;Stratford Alveston
E05008590;44UEHM;Stratford Avenue and New Town
E05007534;44UEHN;Stratford Guild and Hathaway
E05007535;44UEHP;Stratford Mount Pleasant
E05007536;44UEHQ;Studley
E05007951;44UEHR;Tanworth
E05008591;44UEHS;Tredington
E05008592;44UEHT;Vale of the Red Horse
E05008593;44UEHU;Welford
E05008594;44UEHW;Wellesbourne
E05007542;44UFFX;Abbey
E05007543;44UFFY;Bishop's Tachbrook
E05007544;44UFFZ;Brunswick
E05007545;44UFGA;Budbrooke
E05007546;44UFGB;Clarendon
E05007547;44UFGC;Crown
E05007548;44UFGD;Cubbington
E05007549;44UFGE;Lapworth
E05007550;44UFGF;Leek Wootton
E05007551;44UFGG;Manor
E05007552;44UFGH;Milverton
E05007553;44UFGJ;Park Hill
E05007554;44UFGK;Radford Semele
E05007555;44UFGL;St John's
E05007556;44UFGM;Stoneleigh
E05007557;44UFGN;Warwick North
E05007558;44UFGP;Warwick South
E05007559;44UFGQ;Warwick West
E05007560;44UFGR;Whitnash
E05007561;44UFGS;Willes
E05007562;45UBFQ;Buckingham
E05007563;45UBFR;Churchill
E05007564;45UBFS;Cokeham
E05007565;45UBFT;Eastbrook
E05007566;45UBFU;Hillside
E05007567;45UBFW;Manor
E05007568;45UBFX;Marine
E05007569;45UBFY;Mash Barn
E05007570;45UBFZ;Peverel
E05007571;45UBGA;St Mary's
E05007572;45UBGB;St Nicolas
E05007573;45UBGC;Southlands
E05007574;45UBGD;Southwick Green
E05007575;45UBGE;Widewater
E05007576;45UCGE;Aldwick East
E05007577;45UCGF;Aldwick West
E05007578;45UCGG;Angmering
E05007579;45UCGH;Arundel
E05007580;45UCGJ;Barnham
E05007581;45UCGK;Beach
E05007582;45UCGL;Bersted
E05007583;45UCGM;Brookfield
E05007584;45UCGN;East Preston with Kingston
E05007585;45UCGP;Felpham East
E05007586;45UCGQ;Felpham West
E05007587;45UCGR;Ferring
E05007588;45UCGS;Findon
E05007589;45UCGT;Ham
E05007590;45UCGU;Hotham
E05007591;45UCGW;Marine
E05007592;45UCGX;Middleton-on-Sea
E05007593;45UCGY;Orchard
E05007594;45UCGZ;Pagham and Rose Green
E05007595;45UCHA;Pevensey
E05007596;45UCHB;River
E05007597;45UCHC;Rustington East
E05007598;45UCHD;Rustington West
E05007599;45UCHE;Walberton
E05007600;45UCHF;Wick with Toddington
E05007601;45UCHG;Yapton
E05007602;45UDGM;Bosham
E05007603;45UDGN;Boxgrove
E05007604;45UDGP;Bury
E05007605;45UDGQ;Chichester East
E05007606;45UDGR;Chichester North
E05007607;45UDGS;Chichester South
E05007608;45UDGT;Chichester West
E05007609;45UDGU;Donnington
E05007610;45UDGW;Easebourne
E05007611;45UDGX;East Wittering
E05007612;45UDGY;Fernhurst
E05007613;45UDGZ;Fishbourne
E05007614;45UDHA;Funtington
E05007615;45UDHB;Harting
E05007616;45UDHC;Lavant
E05007617;45UDHD;Midhurst
E05007618;45UDHE;North Mundham
E05007619;45UDHF;Petworth
E05007620;45UDHG;Plaistow
E05007621;45UDHH;Rogate
E05007622;45UDHJ;Selsey North
E05007623;45UDHK;Selsey South
E05007624;45UDHL;Sidlesham
E05007625;45UDHM;Southbourne
E05007626;45UDHN;Stedham
E05007627;45UDHP;Tangmere
E05007628;45UDHQ;West Wittering
E05007629;45UDHR;Westbourne
E05007630;45UDHS;Wisborough Green
E05007631;45UEFP;Bewbush
E05007632;45UEFQ;Broadfield North
E05007633;45UEFR;Broadfield South
E05007634;45UEFS;Furnace Green
E05007635;45UEFT;Gossops Green
E05007636;45UEFU;Ifield
E05007637;45UEFW;Langley Green
E05007638;45UEFX;Maidenbower
E05007639;45UEFY;Northgate
E05007640;45UEFZ;Pound Hill North
E05007641;45UEGA;Pound Hill South and Worth
E05007642;45UEGB;Southgate
E05007643;45UEGC;Three Bridges
E05007644;45UEGD;Tilgate
E05007645;45UEGE;West Green
E05007646;45UFGC;Billingshurst and Shipley
E05007647;45UFGD;Bramber, Upper Beeding and Woodmancote
E05007648;45UFGE;Broadbridge Heath
E05007649;45UFGF;Chanctonbury
E05007650;45UFGG;Chantry
E05007651;45UFGH;Cowfold, Shermanbury and West Grinstead
E05007652;45UFGJ;Denne
E05007653;45UFGK;Forest
E05007654;45UFGL;Henfield
E05007655;45UFGM;Holbrook East
E05007656;45UFGN;Holbrook West
E05007657;45UFGP;Horsham Park
E05007658;45UFGQ;Itchingfield, Slinfold and Warnham
E05007659;45UFGR;Nuthurst
E05007660;45UFGS;Pulborough and Coldwatham
E05007661;45UFGT;Roffey North
E05007662;45UFGU;Roffey South
E05007663;45UFGW;Rudgwick
E05007664;45UFGX;Rusper and Colgate
E05007665;45UFGY;Southwater
E05007666;45UFGZ;Steyning
E05007667;45UFHA;Trafalgar
E05007668;45UGGH;Ardingly and Balcombe
E05007669;45UGGJ;Ashurst Wood
E05007670;45UGGK;Bolney
E05007671;45UGGL;Burgess Hill Dunstall
E05007672;45UGGM;Burgess Hill Franklands
E05007673;45UGGN;Burgess Hill Leylands
E05007674;45UGGP;Burgess Hill Meeds
E05007675;45UGGQ;Burgess Hill St Andrews
E05007676;45UGGR;Burgess Hill Victoria
E05007677;45UGGS;Copthorne and Worth
E05007678;45UGGT;Crawley Down and Turners Hill
E05007679;45UGGU;Cuckfield
E05007680;45UGGW;East Grinstead Ashplats
E05007681;45UGGX;East Grinstead Baldwins
E05007682;45UGGY;East Grinstead Herontye
E05007683;45UGGZ;East Grinstead Imberhorne
E05007684;45UGHA;East Grinstead Town
E05007685;45UGHB;Hassocks
E05007686;45UGHC;Haywards Heath Ashenground
E05007687;45UGHD;Haywards Heath Bentswood
E05007688;45UGHE;Haywards Heath Franklands
E05007689;45UGHF;Haywards Heath Heath
E05007690;45UGHG;Haywards Heath Lucastes
E05007691;45UGHH;High Weald
E05007692;45UGHJ;Hurstpierpoint and Downs
E05007693;45UGHK;Lindfield
E05007694;45UHFN;Broadwater
E05007695;45UHFP;Castle
E05007696;45UHFQ;Central
E05007697;45UHFR;Durrington
E05007698;45UHFS;Gaisford
E05007699;45UHFT;Goring
E05007700;45UHFU;Heene
E05007701;45UHFW;Marine
E05007702;45UHFX;Northbrook
E05007703;45UHFY;Offington
E05007704;45UHFZ;Salvington
E05007705;45UHGA;Selden
E05007706;45UHGB;Tarring
E05007823;47UBFY;Alvechurch
E05007824;47UBFZ;Beacon
E05007825;47UBGA;Catshill
E05007826;47UBGB;Charford
E05007827;47UBGC;Drakes Cross and Walkers Heath
E05007828;47UBGD;Furlongs
E05007829;47UBGE;Hagley
E05007830;47UBGF;Hillside
E05007831;47UBGG;Hollywood and Majors Green
E05007832;47UBGH;Linthurst
E05007833;47UBGJ;Marlbrook
E05007834;47UBGK;Norton
E05007835;47UBGL;St Johns
E05007836;47UBGM;Sidemoor
E05007837;47UBGN;Slideslow
E05007838;47UBGP;Stoke Heath
E05007839;47UBGQ;Stoke Prior
E05007840;47UBGR;Tardebigge
E05007841;47UBGS;Uffdown
E05007842;47UBGT;Waseley
E05007843;47UBGU;Whitford
E05007844;47UBGW;Woodvale
E05007845;47UBGX;Wythall South
E05007846;47UCHQ;Alfrick and Leigh
E05007847;47UCHR;Baldwin
E05007848;47UCHS;Broadheath
E05007849;47UCHT;Chase
E05007850;47UCHU;Dyson Perrins
E05007851;47UCHW;Hallow
E05007852;47UCHX;Kempsey
E05007853;47UCHY;Lindridge
E05007854;47UCHZ;Link
E05007855;47UCJA;Longdon
E05007856;47UCJB;Martley
E05007857;47UCJC;Morton
E05007858;47UCJD;Pickersleigh
E05007859;47UCJE;Powick
E05007860;47UCJF;Priory
E05007861;47UCJG;Ripple
E05007862;47UCJH;Teme Valley
E05007863;47UCJJ;Tenbury
E05007864;47UCJK;Upton and Hanley
E05007865;47UCJL;Wells
E05007866;47UCJM;West
E05007867;47UCJN;Woodbury
E05007868;47UDFM;Abbey
E05007869;47UDFN;Astwood Bank and Feckenham
E05007870;47UDFP;Batchley & Brockhill
E05007871;47UDFQ;Central
E05007872;47UDFR;Church Hill
E05007873;47UDFS;Crabbs Cross
E05007874;47UDFT;Greenlands
E05007875;47UDFU;Headless Cross and Oakenshaw
E05007876;47UDFW;Lodge Park
E05007877;47UDFX;Matchborough
E05007878;47UDFY;West
E05007879;47UDFZ;Winyates
E05007880;47UEFN;Arboretum
E05007881;47UEFP;Battenhall
E05007882;47UEFQ;Bedwardine
E05007883;47UEFR;Cathedral
E05007884;47UEFS;Claines
E05007885;47UEFT;Gorse Hill
E05007886;47UEFU;Nunnery
E05007887;47UEFW;Rainbow Hill
E05007888;47UEFX;St Clement
E05007889;47UEFY;St John
E05007890;47UEFZ;St Peter's Parish
E05007891;47UEGA;St Stephen
E05007892;47UEGB;Warndon
E05007893;47UEGC;Warndon Parish North
E05007894;47UEGD;Warndon Parish South
E05007895;47UFGP;Badsey
E05007896;47UFGQ;Bengeworth
E05007897;47UFGR;Bowbrook
E05007898;47UFGS;Bredon
E05007899;47UFGT;Bretforton and Offenham
E05007900;47UFGU;Broadway and Wickhamford
E05007901;47UFGW;Dodderhill
E05007902;47UFGX;Drakes Broughton
E05007903;47UFGY;Droitwich Central
E05007904;47UFGZ;Droitwich East
E05007905;47UFHA;Droitwich South East
E05007906;47UFHB;Droitwich South West
